,date,season,league_name,country,home_team,home_team_score,away_team_score,away_team,match_status
626,2023-10-07,2023,Premier League,England,Everton,3,0,Bournemouth,Match Finished
627,2023-10-07,2023,Premier League,England,Fulham,3,1,Sheffield Utd,Match Finished
628,2023-10-07,2023,Premier League,England,Luton,0,1,Tottenham,Match Finished
629,2023-10-07,2023,Premier League,England,Manchester United,2,1,Brentford,Match Finished
630,2023-10-08,2023,Premier League,England,West Ham,2,2,Newcastle,Match Finished
631,2023-10-08,2023,Premier League,England,Wolves,1,1,Aston Villa,Match Finished
632,2023-10-21,2023,Premier League,England,Bournemouth,1,2,Wolves,Match Finished
633,2023-10-22,2023,Premier League,England,Aston Villa,4,1,West Ham,Match Finished
634,2023-10-21,2023,Premier League,England,Brentford,3,0,Burnley,Match Finished
635,2023-10-21,2023,Premier League,England,Chelsea,2,2,Arsenal,Match Finished
636,2023-10-21,2023,Premier League,England,Liverpool,2,0,Everton,Match Finished
637,2023-10-21,2023,Premier League,England,Manchester City,2,1,Brighton,Match Finished
638,2023-10-21,2023,Premier League,England,Newcastle,4,0,Crystal Palace,Match Finished
639,2023-10-21,2023,Premier League,England,Nottingham Forest,2,2,Luton,Match Finished
640,2023-10-21,2023,Premier League,England,Sheffield Utd,1,2,Manchester United,Match Finished
641,2023-10-23,2023,Premier League,England,Tottenham,2,0,Fulham,Match Finished
642,2023-10-28,2023,Premier League,England,Bournemouth,2,1,Burnley,Match Finished
643,2023-10-28,2023,Premier League,England,Arsenal,5,0,Sheffield Utd,Match Finished
644,2023-10-29,2023,Premier League,England,Aston Villa,3,1,Luton,Match Finished
645,2023-10-29,2023,Premier League,England,Brighton,1,1,Fulham,Match Finished
646,2023-10-28,2023,Premier League,England,Chelsea,0,2,Brentford,Match Finished
647,2023-10-27,2023,Premier League,England,Crystal Palace,1,2,Tottenham,Match Finished
648,2023-10-29,2023,Premier League,England,Liverpool,3,0,Nottingham Forest,Match Finished
649,2023-10-29,2023,Premier League,England,Manchester United,0,3,Manchester City,Match Finished
650,2023-10-29,2023,Premier League,England,West Ham,0,1,Everton,Match Finished
651,2023-10-28,2023,Premier League,England,Wolves,2,2,Newcastle,Match Finished
652,2023-11-04,2023,Premier League,England,Brentford,3,2,West Ham,Match Finished
653,2023-11-04,2023,Premier League,England,Burnley,0,2,Crystal Palace,Match Finished
654,2023-11-04,2023,Premier League,England,Everton,1,1,Brighton,Match Finished
655,2023-11-04,2023,Premier League,England,Fulham,0,1,Manchester United,Match Finished
656,2023-11-05,2023,Premier League,England,Luton,1,1,Liverpool,Match Finished
657,2023-11-04,2023,Premier League,England,Manchester City,6,1,Bournemouth,Match Finished
658,2023-11-04,2023,Premier League,England,Newcastle,1,0,Arsenal,Match Finished
659,2023-11-05,2023,Premier League,England,Nottingham Forest,2,0,Aston Villa,Match Finished
660,2023-11-04,2023,Premier League,England,Sheffield Utd,2,1,Wolves,Match Finished
661,2023-11-06,2023,Premier League,England,Tottenham,1,4,Chelsea,Match Finished
662,2023-11-11,2023,Premier League,England,Bournemouth,2,0,Newcastle,Match Finished
663,2023-11-11,2023,Premier League,England,Arsenal,3,1,Burnley,Match Finished
664,2023-11-12,2023,Premier League,England,Aston Villa,3,1,Fulham,Match Finished
665,2023-11-12,2023,Premier League,England,Brighton,1,1,Sheffield Utd,Match Finished
666,2023-11-12,2023,Premier League,England,Chelsea,4,4,Manchester City,Match Finished
667,2023-11-11,2023,Premier League,England,Crystal Palace,2,3,Everton,Match Finished
668,2023-11-12,2023,Premier League,England,Liverpool,3,0,Brentford,Match Finished
669,2023-11-11,2023,Premier League,England,Manchester United,1,0,Luton,Match Finished
670,2023-11-12,2023,Premier League,England,West Ham,3,2,Nottingham Forest,Match Finished
671,2023-11-11,2023,Premier League,England,Wolves,2,1,Tottenham,Match Finished
672,2023-11-25,2023,Premier League,England,Brentford,0,1,Arsenal,Match Finished
673,2023-11-25,2023,Premier League,England,Burnley,1,2,West Ham,Match Finished
674,2023-11-26,2023,Premier League,England,Everton,0,3,Manchester United,Match Finished
675,2023-11-27,2023,Premier League,England,Fulham,3,2,Wolves,Match Finished
676,2023-11-25,2023,Premier League,England,Luton,2,1,Crystal Palace,Match Finished
677,2023-11-25,2023,Premier League,England,Manchester City,1,1,Liverpool,Match Finished
678,2023-11-25,2023,Premier League,England,Newcastle,4,1,Chelsea,Match Finished
679,2023-11-25,2023,Premier League,England,Nottingham Forest,2,3,Brighton,Match Finished
680,2023-11-25,2023,Premier League,England,Sheffield Utd,1,3,Bournemouth,Match Finished
681,2023-11-26,2023,Premier League,England,Tottenham,1,2,Aston Villa,Match Finished
682,2023-12-03,2023,Premier League,England,Bournemouth,2,2,Aston Villa,Match Finished
683,2023-12-02,2023,Premier League,England,Arsenal,2,1,Wolves,Match Finished
684,2023-12-02,2023,Premier League,England,Brentford,3,1,Luton,Match Finished
685,2023-12-02,2023,Premier League,England,Burnley,5,0,Sheffield Utd,Match Finished
686,2023-12-03,2023,Premier League,England,Chelsea,3,2,Brighton,Match Finished
687,2023-12-03,2023,Premier League,England,Liverpool,4,3,Fulham,Match Finished
688,2023-12-03,2023,Premier League,England,Manchester City,3,3,Tottenham,Match Finished
689,2023-12-02,2023,Premier League,England,Newcastle,1,0,Manchester United,Match Finished
690,2023-12-02,2023,Premier League,England,Nottingham Forest,0,1,Everton,Match Finished
691,2023-12-03,2023,Premier League,England,West Ham,1,1,Crystal Palace,Match Finished
692,2023-12-06,2023,Premier League,England,Aston Villa,1,0,Manchester City,Match Finished
693,2023-12-06,2023,Premier League,England,Brighton,2,1,Brentford,Match Finished
694,2023-12-07,2023,Premier League,England,Everton,3,0,Newcastle,Match Finished
695,2023-12-06,2023,Premier League,England,Fulham,5,0,Nottingham Forest,Match Finished
696,2023-12-05,2023,Premier League,England,Luton,3,4,Arsenal,Match Finished
697,2023-12-06,2023,Premier League,England,Sheffield Utd,0,2,Liverpool,Match Finished
698,2023-12-07,2023,Premier League,England,Tottenham,1,2,West Ham,Match Finished
699,2023-12-05,2023,Premier League,England,Wolves,1,0,Burnley,Match Finished
700,2023-12-06,2023,Premier League,England,Crystal Palace,0,2,Bournemouth,Match Finished
701,2023-12-06,2023,Premier League,England,Manchester United,2,1,Chelsea,Match Finished
702,2023-12-09,2023,Premier League,England,Aston Villa,1,0,Arsenal,Match Finished
703,2023-12-09,2023,Premier League,England,Brighton,1,1,Burnley,Match Finished
704,2023-12-09,2023,Premier League,England,Crystal Palace,1,2,Liverpool,Match Finished
705,2023-12-10,2023,Premier League,England,Everton,2,0,Chelsea,Match Finished
706,2023-12-10,2023,Premier League,England,Fulham,5,0,West Ham,Match Finished
707,2023-12-10,2023,Premier League,England,Luton,1,2,Manchester City,Match Finished
708,2023-12-09,2023,Premier League,England,Manchester United,0,3,Bournemouth,Match Finished
709,2023-12-09,2023,Premier League,England,Sheffield Utd,1,0,Brentford,Match Finished
710,2023-12-10,2023,Premier League,England,Tottenham,4,1,Newcastle,Match Finished
711,2023-12-09,2023,Premier League,England,Wolves,1,1,Nottingham Forest,Match Finished
712,2024-03-13,2023,Premier League,England,Bournemouth,,,Luton,Not Started
713,2023-12-17,2023,Premier League,England,Arsenal,2,0,Brighton,Match Finished
714,2023-12-17,2023,Premier League,England,Brentford,1,2,Aston Villa,Match Finished
715,2023-12-16,2023,Premier League,England,Burnley,0,2,Everton,Match Finished
716,2023-12-16,2023,Premier League,England,Chelsea,2,0,Sheffield Utd,Match Finished
717,2023-12-17,2023,Premier League,England,Liverpool,0,0,Manchester United,Match Finished
718,2023-12-16,2023,Premier League,England,Manchester City,2,2,Crystal Palace,Match Finished
719,2023-12-16,2023,Premier League,England,Newcastle,3,0,Fulham,Match Finished
720,2023-12-15,2023,Premier League,England,Nottingham Forest,0,2,Tottenham,Match Finished
721,2023-12-17,2023,Premier League,England,West Ham,3,0,Wolves,Match Finished
722,2023-12-22,2023,Premier League,England,Aston Villa,1,1,Sheffield Utd,Match Finished
723,2023-12-21,2023,Premier League,England,Crystal Palace,1,1,Brighton,Match Finished
724,2023-12-23,2023,Premier League,England,Fulham,0,2,Burnley,Match Finished
725,2023-12-23,2023,Premier League,England,Liverpool,1,1,Arsenal,Match Finished
726,2023-12-23,2023,Premier League,England,Luton,1,0,Newcastle,Match Finished
727,2024-02-20,2023,Premier League,England,Manchester City,1,0,Brentford,Match Finished
728,2023-12-23,2023,Premier League,England,Nottingham Forest,2,3,Bournemouth,Match Finished
729,2023-12-23,2023,Premier League,England,Tottenham,2,1,Everton,Match Finished
730,2023-12-23,2023,Premier League,England,West Ham,2,0,Manchester United,Match Finished
731,2023-12-24,2023,Premier League,England,Wolves,2,1,Chelsea,Match Finished
732,2023-12-26,2023,Premier League,England,Bournemouth,3,0,Fulham,Match Finished
733,2023-12-28,2023,Premier League,England,Arsenal,0,2,West Ham,Match Finished
734,2023-12-27,2023,Premier League,England,Brentford,1,4,Wolves,Match Finished
735,2023-12-28,2023,Premier League,England,Brighton,4,2,Tottenham,Match Finished
736,2023-12-26,2023,Premier League,England,Burnley,0,2,Liverpool,Match Finished
737,2023-12-27,2023,Premier League,England,Chelsea,2,1,Crystal Palace,Match Finished
738,2023-12-27,2023,Premier League,England,Everton,1,3,Manchester City,Match Finished
739,2023-12-26,2023,Premier League,England,Manchester United,3,2,Aston Villa,Match Finished
740,2023-12-26,2023,Premier League,England,Newcastle,1,3,Nottingham Forest,Match Finished
741,2023-12-26,2023,Premier League,England,Sheffield Utd,2,3,Luton,Match Finished
742,2023-12-30,2023,Premier League,England,Aston Villa,3,2,Burnley,Match Finished
743,2023-12-30,2023,Premier League,England,Crystal Palace,3,1,Brentford,Match Finished
744,2023-12-31,2023,Premier League,England,Fulham,2,1,Arsenal,Match Finished
745,2024-01-01,2023,Premier League,England,Liverpool,4,2,Newcastle,Match Finished
746,2023-12-30,2023,Premier League,England,Luton,2,3,Chelsea,Match Finished
747,2023-12-30,2023,Premier League,England,Manchester City,2,0,Sheffield Utd,Match Finished
748,2023-12-30,2023,Premier League,England,Nottingham Forest,2,1,Manchester United,Match Finished
749,2023-12-31,2023,Premier League,England,Tottenham,3,1,Bournemouth,Match Finished
750,2024-01-02,2023,Premier League,England,West Ham,0,0,Brighton,Match Finished
751,2023-12-30,2023,Premier League,England,Wolves,3,0,Everton,Match Finished
752,2024-01-21,2023,Premier League,England,Bournemouth,0,4,Liverpool,Match Finished
753,2024-01-20,2023,Premier League,England,Arsenal,5,0,Crystal Palace,Match Finished
754,2024-01-20,2023,Premier League,England,Brentford,3,2,Nottingham Forest,Match Finished
755,2024-01-22,2023,Premier League,England,Brighton,0,0,Wolves,Match Finished
756,2024-01-12,2023,Premier League,England,Burnley,1,1,Luton,Match Finished
757,2024-01-13,2023,Premier League,England,Chelsea,1,0,Fulham,Match Finished
758,2024-01-14,2023,Premier League,England,Everton,0,0,Aston Villa,Match Finished
759,2024-01-14,2023,Premier League,England,Manchester United,2,2,Tottenham,Match Finished
760,2024-01-13,2023,Premier League,England,Newcastle,2,3,Manchester City,Match Finished
761,2024-01-21,2023,Premier League,England,Sheffield Utd,2,2,West Ham,Match Finished
762,2024-01-30,2023,Premier League,England,Aston Villa,1,3,Newcastle,Match Finished
763,2024-01-30,2023,Premier League,England,Fulham,0,0,Everton,Match Finished
764,2024-01-30,2023,Premier League,England,Luton,4,0,Brighton,Match Finished
765,2024-01-30,2023,Premier League,England,Nottingham Forest,1,2,Arsenal,Match Finished
766,2024-01-31,2023,Premier League,England,Tottenham,3,2,Brentford,Match Finished
767,2024-02-01,2023,Premier League,England,West Ham,1,1,Bournemouth,Match Finished
768,2024-02-01,2023,Premier League,England,Wolves,3,4,Manchester United,Match Finished
769,2024-01-30,2023,Premier League,England,Crystal Palace,3,2,Sheffield Utd,Match Finished
770,2024-01-31,2023,Premier League,England,Liverpool,4,1,Chelsea,Match Finished
771,2024-01-31,2023,Premier League,England,Manchester City,3,1,Burnley,Match Finished
772,2024-02-04,2023,Premier League,England,Bournemouth,1,1,Nottingham Forest,Match Finished
773,2024-02-04,2023,Premier League,England,Arsenal,3,1,Liverpool,Match Finished
774,2024-02-05,2023,Premier League,England,Brentford,1,3,Manchester City,Match Finished
775,2024-02-03,2023,Premier League,England,Brighton,4,1,Crystal Palace,Match Finished
776,2024-02-03,2023,Premier League,England,Burnley,2,2,Fulham,Match Finished
777,2024-02-04,2023,Premier League,England,Chelsea,2,4,Wolves,Match Finished
778,2024-02-03,2023,Premier League,England,Everton,2,2,Tottenham,Match Finished
779,2024-02-04,2023,Premier League,England,Manchester United,3,0,West Ham,Match Finished
780,2024-02-03,2023,Premier League,England,Newcastle,4,4,Luton,Match Finished
781,2024-02-03,2023,Premier League,England,Sheffield Utd,0,5,Aston Villa,Match Finished
782,2024-02-11,2023,Premier League,England,Aston Villa,1,2,Manchester United,Match Finished
783,2024-02-12,2023,Premier League,England,Crystal Palace,1,3,Chelsea,Match Finished
784,2024-02-10,2023,Premier League,England,Fulham,3,1,Bournemouth,Match Finished
785,2024-02-10,2023,Premier League,England,Liverpool,3,1,Burnley,Match Finished
786,2024-02-10,2023,Premier League,England,Luton,1,3,Sheffield Utd,Match Finished
787,2024-02-10,2023,Premier League,England,Manchester City,2,0,Everton,Match Finished
788,2024-02-10,2023,Premier League,England,Nottingham Forest,2,3,Newcastle,Match Finished
789,2024-02-10,2023,Premier League,England,Tottenham,2,1,Brighton,Match Finished
790,2024-02-11,2023,Premier League,England,West Ham,0,6,Arsenal,Match Finished
791,2024-02-10,2023,Premier League,England,Wolves,0,2,Brentford,Match Finished
792,2024-02-17,2023,Premier League,England,Brentford,1,4,Liverpool,Match Finished
793,2024-02-17,2023,Premier League,England,Burnley,0,5,Arsenal,Match Finished
794,2024-02-19,2023,Premier League,England,Everton,1,1,Crystal Palace,Match Finished
795,2024-02-17,2023,Premier League,England,Fulham,1,2,Aston Villa,Match Finished
796,2024-02-18,2023,Premier League,England,Luton,1,2,Manchester United,Match Finished
797,2024-02-17,2023,Premier League,England,Manchester City,1,1,Chelsea,Match Finished
798,2024-02-17,2023,Premier League,England,Newcastle,2,2,Bournemouth,Match Finished
799,2024-02-17,2023,Premier League,England,Nottingham Forest,2,0,West Ham,Match Finished
800,2024-02-18,2023,Premier League,England,Sheffield Utd,0,5,Brighton,Match Finished
801,2024-02-17,2023,Premier League,England,Tottenham,1,2,Wolves,Match Finished
802,2024-02-24,2023,Premier League,England,Bournemouth,0,1,Manchester City,Match Finished
803,2024-02-24,2023,Premier League,England,Arsenal,4,1,Newcastle,Match Finished
804,2024-02-24,2023,Premier League,England,Aston Villa,4,2,Nottingham Forest,Match Finished
805,2024-02-24,2023,Premier League,England,Brighton,1,1,Everton,Match Finished
806,2024-02-23,2023,Premier League,England,Chelsea,,,Tottenham,Match Postponed
807,2024-02-24,2023,Premier League,England,Crystal Palace,3,0,Burnley,Match Finished
808,2024-02-21,2023,Premier League,England,Liverpool,4,1,Luton,Match Finished
809,2024-02-24,2023,Premier League,England,Manchester United,1,2,Fulham,Match Finished
810,2024-02-26,2023,Premier League,England,West Ham,4,2,Brentford,Match Finished
811,2024-02-25,2023,Premier League,England,Wolves,1,0,Sheffield Utd,Match Finished
812,2024-03-02,2023,Premier League,England,Brentford,,,Chelsea,Not Started
813,2024-03-03,2023,Premier League,England,Burnley,,,Bournemouth,Not Started
814,2024-03-02,2023,Premier League,England,Everton,,,West Ham,Not Started
815,2024-03-02,2023,Premier League,England,Fulham,,,Brighton,Not Started
816,2024-03-02,2023,Premier League,England,Luton,,,Aston Villa,Not Started
817,2024-03-03,2023,Premier League,England,Manchester City,,,Manchester United,Not Started
818,2024-03-02,2023,Premier League,England,Newcastle,,,Wolves,Not Started
819,2024-03-02,2023,Premier League,England,Nottingham Forest,,,Liverpool,Not Started
820,2024-03-04,2023,Premier League,England,Sheffield Utd,,,Arsenal,Not Started
821,2024-03-02,2023,Premier League,England,Tottenham,,,Crystal Palace,Not Started
822,2024-03-09,2023,Premier League,England,Bournemouth,,,Sheffield Utd,Not Started
823,2024-03-09,2023,Premier League,England,Arsenal,,,Brentford,Not Started
824,2024-03-10,2023,Premier League,England,Aston Villa,,,Tottenham,Not Started
825,2024-03-10,2023,Premier League,England,Brighton,,,Nottingham Forest,Not Started
826,2024-03-11,2023,Premier League,England,Chelsea,,,Newcastle,Not Started
827,2024-03-09,2023,Premier League,England,Crystal Palace,,,Luton,Not Started
828,2024-03-10,2023,Premier League,England,Liverpool,,,Manchester City,Not Started
829,2024-03-09,2023,Premier League,England,Manchester United,,,Everton,Not Started
830,2024-03-10,2023,Premier League,England,West Ham,,,Burnley,Not Started
831,2024-03-09,2023,Premier League,England,Wolves,,,Fulham,Not Started
832,2024-03-16,2023,Premier League,England,Arsenal,,,Chelsea,Not Started
833,2024-03-17,2023,Premier League,England,Brighton,,,Manchester City,Not Started
834,2024-03-16,2023,Premier League,England,Burnley,,,Brentford,Not Started
835,2024-03-16,2023,Premier League,England,Crystal Palace,,,Newcastle,Not Started
836,2024-03-17,2023,Premier League,England,Everton,,,Liverpool,Not Started
837,2024-03-16,2023,Premier League,England,Fulham,,,Tottenham,Not Started
838,2024-03-16,2023,Premier League,England,Luton,,,Nottingham Forest,Not Started
839,2024-03-16,2023,Premier League,England,Manchester United,,,Sheffield Utd,Not Started
840,2024-03-17,2023,Premier League,England,West Ham,,,Aston Villa,Not Started
841,2024-03-16,2023,Premier League,England,Wolves,,,Bournemouth,Not Started
842,2024-03-30,2023,Premier League,England,Bournemouth,,,Everton,Not Started
843,2024-03-30,2023,Premier League,England,Aston Villa,,,Wolves,Not Started
844,2024-03-30,2023,Premier League,England,Brentford,,,Manchester United,Not Started
845,2024-03-30,2023,Premier League,England,Chelsea,,,Burnley,Not Started
846,2024-03-31,2023,Premier League,England,Liverpool,,,Brighton,Not Started
847,2024-03-31,2023,Premier League,England,Manchester City,,,Arsenal,Not Started
848,2024-03-30,2023,Premier League,England,Newcastle,,,West Ham,Not Started
849,2024-03-30,2023,Premier League,England,Nottingham Forest,,,Crystal Palace,Not Started
850,2024-03-30,2023,Premier League,England,Sheffield Utd,,,Fulham,Not Started
851,2024-03-30,2023,Premier League,England,Tottenham,,,Luton,Not Started
852,2024-04-02,2023,Premier League,England,Bournemouth,,,Crystal Palace,Not Started
853,2024-04-02,2023,Premier League,England,Arsenal,,,Luton,Not Started
854,2024-04-02,2023,Premier League,England,Brentford,,,Brighton,Not Started
855,2024-04-02,2023,Premier League,England,Burnley,,,Wolves,Not Started
856,2024-04-02,2023,Premier League,England,Nottingham Forest,,,Fulham,Not Started
857,2024-04-02,2023,Premier League,England,West Ham,,,Tottenham,Not Started
858,2024-04-03,2023,Premier League,England,Chelsea,,,Manchester United,Not Started
859,2024-04-03,2023,Premier League,England,Newcastle,,,Everton,Not Started
860,2024-04-03,2023,Premier League,England,Liverpool,,,Sheffield Utd,Not Started
861,2024-04-03,2023,Premier League,England,Manchester City,,,Aston Villa,Not Started
862,2024-04-06,2023,Premier League,England,Aston Villa,,,Brentford,Not Started
863,2024-04-06,2023,Premier League,England,Brighton,,,Arsenal,Not Started
864,2024-04-06,2023,Premier League,England,Crystal Palace,,,Manchester City,Not Started
865,2024-04-06,2023,Premier League,England,Everton,,,Burnley,Not Started
866,2024-04-06,2023,Premier League,England,Fulham,,,Newcastle,Not Started
867,2024-04-06,2023,Premier League,England,Luton,,,Bournemouth,Not Started
868,2024-04-06,2023,Premier League,England,Manchester United,,,Liverpool,Not Started
869,2024-04-06,2023,Premier League,England,Sheffield Utd,,,Chelsea,Not Started
870,2024-04-06,2023,Premier League,England,Tottenham,,,Nottingham Forest,Not Started
871,2024-04-06,2023,Premier League,England,Wolves,,,West Ham,Not Started
872,2024-04-13,2023,Premier League,England,Bournemouth,,,Manchester United,Not Started
873,2024-04-13,2023,Premier League,England,Arsenal,,,Aston Villa,Not Started
874,2024-04-13,2023,Premier League,England,Brentford,,,Sheffield Utd,Not Started
875,2024-04-13,2023,Premier League,England,Burnley,,,Brighton,Not Started
876,2024-04-13,2023,Premier League,England,Chelsea,,,Everton,Not Started
877,2024-04-13,2023,Premier League,England,Liverpool,,,Crystal Palace,Not Started
878,2024-04-13,2023,Premier League,England,Manchester City,,,Luton,Not Started
879,2024-04-13,2023,Premier League,England,Newcastle,,,Tottenham,Not Started
880,2024-04-13,2023,Premier League,England,Nottingham Forest,,,Wolves,Not Started
881,2024-04-13,2023,Premier League,England,West Ham,,,Fulham,Not Started
882,2024-04-20,2023,Premier League,England,Aston Villa,,,Bournemouth,Not Started
883,2024-04-20,2023,Premier League,England,Brighton,,,Chelsea,Not Started
884,2024-04-20,2023,Premier League,England,Crystal Palace,,,West Ham,Not Started
885,2024-04-20,2023,Premier League,England,Everton,,,Nottingham Forest,Not Started
886,2024-04-20,2023,Premier League,England,Fulham,,,Liverpool,Not Started
887,2024-04-20,2023,Premier League,England,Luton,,,Brentford,Not Started
888,2024-04-20,2023,Premier League,England,Manchester United,,,Newcastle,Not Started
889,2024-04-20,2023,Premier League,England,Sheffield Utd,,,Burnley,Not Started
890,2024-04-20,2023,Premier League,England,Tottenham,,,Manchester City,Not Started
891,2024-04-20,2023,Premier League,England,Wolves,,,Arsenal,Not Started
892,2024-04-27,2023,Premier League,England,Bournemouth,,,Brighton,Not Started
893,2024-04-27,2023,Premier League,England,Aston Villa,,,Chelsea,Not Started
894,2024-04-27,2023,Premier League,England,Everton,,,Brentford,Not Started
895,2024-04-27,2023,Premier League,England,Fulham,,,Crystal Palace,Not Started
896,2024-04-27,2023,Premier League,England,Manchester United,,,Burnley,Not Started
897,2024-04-27,2023,Premier League,England,Newcastle,,,Sheffield Utd,Not Started
898,2024-04-27,2023,Premier League,England,Nottingham Forest,,,Manchester City,Not Started
899,2024-04-27,2023,Premier League,England,Tottenham,,,Arsenal,Not Started
900,2024-04-27,2023,Premier League,England,West Ham,,,Liverpool,Not Started
901,2024-04-27,2023,Premier League,England,Wolves,,,Luton,Not Started
902,2024-05-04,2023,Premier League,England,Arsenal,,,Bournemouth,Not Started
903,2024-05-04,2023,Premier League,England,Brentford,,,Fulham,Not Started
904,2024-05-04,2023,Premier League,England,Brighton,,,Aston Villa,Not Started
905,2024-05-04,2023,Premier League,England,Burnley,,,Newcastle,Not Started
906,2024-05-04,2023,Premier League,England,Chelsea,,,West Ham,Not Started
907,2024-05-04,2023,Premier League,England,Crystal Palace,,,Manchester United,Not Started
908,2024-05-04,2023,Premier League,England,Liverpool,,,Tottenham,Not Started
909,2024-05-04,2023,Premier League,England,Luton,,,Everton,Not Started
910,2024-05-04,2023,Premier League,England,Manchester City,,,Wolves,Not Started
911,2024-05-04,2023,Premier League,England,Sheffield Utd,,,Nottingham Forest,Not Started
912,2024-05-11,2023,Premier League,England,Bournemouth,,,Brentford,Not Started
913,2024-05-11,2023,Premier League,England,Aston Villa,,,Liverpool,Not Started
914,2024-05-11,2023,Premier League,England,Everton,,,Sheffield Utd,Not Started
915,2024-05-11,2023,Premier League,England,Fulham,,,Manchester City,Not Started
916,2024-05-11,2023,Premier League,England,Manchester United,,,Arsenal,Not Started
917,2024-05-11,2023,Premier League,England,Newcastle,,,Brighton,Not Started
918,2024-05-11,2023,Premier League,England,Nottingham Forest,,,Chelsea,Not Started
919,2024-05-11,2023,Premier League,England,Tottenham,,,Burnley,Not Started
920,2024-05-11,2023,Premier League,England,West Ham,,,Luton,Not Started
921,2024-05-11,2023,Premier League,England,Wolves,,,Crystal Palace,Not Started
922,2024-05-19,2023,Premier League,England,Arsenal,,,Everton,Not Started
923,2024-05-19,2023,Premier League,England,Brentford,,,Newcastle,Not Started
924,2024-05-19,2023,Premier League,England,Brighton,,,Manchester United,Not Started
925,2024-05-19,2023,Premier League,England,Burnley,,,Nottingham Forest,Not Started
926,2024-05-19,2023,Premier League,England,Chelsea,,,Bournemouth,Not Started
927,2024-05-19,2023,Premier League,England,Crystal Palace,,,Aston Villa,Not Started
928,2024-05-19,2023,Premier League,England,Liverpool,,,Wolves,Not Started
929,2024-05-19,2023,Premier League,England,Luton,,,Fulham,Not Started
930,2024-05-19,2023,Premier League,England,Manchester City,,,West Ham,Not Started
931,2024-05-19,2023,Premier League,England,Sheffield Utd,,,Tottenham,Not Started
